,S1,S2,S3,C1,C2,C3,genes,ave_S,ave_C,logFC,FC,Acc,PValue,FDR,candidate,log10p,Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names_x,Gene names_x,Fasta headers,Number of proteins,Peptides,Razor + unique peptides,Unique peptides,Peptides PS-TMT,Razor + unique peptides PS-TMT,Unique peptides PS-TMT,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Sequence length,Sequence lengths,Q-value,Score,david_input,yourlist,Entry,Entry name,Protein names_y,Gene names_y,Organism,Length,Transmembrane,Transit peptide,Signal peptide
43,521.4380861907275,840.8586998981443,587.5071271130105,0.0,551.5857925005823,281.59673358662246,2559_ERN1,649.934637733961,277.727508695735,-1.22662455521544,-2.3401881966470897,2559_ERN1,0.18560057196875798,0.254669880577438,no,0.7314206897416575,O75460,O75460,1,1,1,Serine/threonine-protein kinase/endoribonuclease IRE1;Serine/threonine-protein kinase;Endoribonuclease,ERN1,sp|O75460|ERN1_HUMAN Serine/threonine-protein kinase/endoribonuclease IRE1 OS=Homo sapiens OX=9606 GN=ERN1 PE=1 SV=2,1,1,1,1,1,1,1,1.5,1.5,1.5,109.73,977,977,0.00052238,3.1239,ERN1_HUMAN,ERN1_HUMAN,O75460,ERN1_HUMAN,Serine/threonine-protein kinase/endoribonuclease IRE1 (Endoplasmic reticulum-to-nucleus signaling 1) (Inositol-requiring protein 1) (hIRE1p) (Ire1-alpha) (IRE1a) [Includes: Serine/threonine-protein kinase (EC 2.7.11.1); Endoribonuclease (EC 3.1.26.-)],ERN1 IRE1,Homo sapiens (Human),977,TRANSMEM 444 464 Helical. {ECO:0000255}.,,SIGNAL 1 18 {ECO:0000255}.
44,5232.274776400789,6204.876709713449,7577.006163270001,2954.8737254652033,3065.475260200538,3104.081878049799,2618_SNCG,6338.05254979475,3041.47695457185,-1.05926754850578,-2.08387327750999,2618_SNCG,0.000111379702719772,0.000586929218427741,high,3.9531939456071044,O76070;F8W754,O76070,3;1,3;1,3;1,Gamma-synuclein,SNCG,sp|O76070|SYUG_HUMAN Gamma-synuclein OS=Homo sapiens OX=9606 GN=SNCG PE=1 SV=2,2,3,3,3,3,3,3,34.6,34.6,34.6,13.331,127,127;126,0.0,5.1527,SYUG_HUMAN,SYUG_HUMAN,O76070,SYUG_HUMAN,Gamma-synuclein (Breast cancer-specific gene 1 protein) (Persyn) (Synoretin) (SR),SNCG BCSG1 PERSYN PRSN,Homo sapiens (Human),127,,,
45,53742.017718835545,64388.81384965316,60342.501014170884,17640.61298271279,18556.423979341424,17324.061228714778,2625_GFPT2,59491.1108608865,17840.3660635897,-1.7375288995922802,-3.33463509934932,2625_GFPT2,2.05220282661462e-08,1.2070861578258998e-06,high,7.687779718547348,O94808;E5RJP4,O94808,17;4,12;2,12;2,Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 2,GFPT2,sp|O94808|GFPT2_HUMAN Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 2 OS=Homo sapiens OX=9606 GN=GFPT2 PE=1 SV=3,2,17,12,12,17,12,12,24.9,17.0,17.0,76.93,682,682;216,0.0,35.676,GFPT2_HUMAN,GFPT2_HUMAN,O94808,GFPT2_HUMAN,Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 2 (EC 2.6.1.16) (D-fructose-6-phosphate amidotransferase 2) (Glutamine:fructose-6-phosphate amidotransferase 2) (GFAT 2) (GFAT2) (Hexosephosphate aminotransferase 2),GFPT2,Homo sapiens (Human),682,,,
46,128723.17015649872,133505.2251985077,137970.6265169857,39423.22799937599,45065.33188199155,41067.08741049363,2760_TIMP1,133399.673957331,41851.8824306204,-1.6723907209709599,-3.18742350904939,2760_TIMP1,4.31247868853442e-09,5.17491857611333e-07,high,8.365273038115719,Q5H9A7;P01033;H0Y789;Q5H9B5;Q5H9B4,Q5H9A7;P01033;H0Y789,7;7;4;2;1,7;7;4;2;1,7;7;4;2;1,Metalloproteinase inhibitor 1,TIMP1,tr|Q5H9A7|Q5H9A7_HUMAN Metalloproteinase inhibitor 1 OS=Homo sapiens OX=9606 GN=TIMP1 PE=1 SV=1;sp|P01033|TIMP1_HUMAN Metalloproteinase inhibitor 1 OS=Homo sapiens OX=9606 GN=TIMP1 PE=1 SV=1;tr|H0Y789|H0Y789_HUMAN Metalloproteinase inhibitor 1 (Fragment) O,5,7,7,7,7,7,7,65.7,65.7,65.7,16.057000000000002,143,143;207;165;136;95,0.0,56.586999999999996,TIMP1_HUMAN,TIMP1_HUMAN,P01033,TIMP1_HUMAN,Metalloproteinase inhibitor 1 (Erythroid-potentiating activity) (EPA) (Fibroblast collagenase inhibitor) (Collagenase inhibitor) (Tissue inhibitor of metalloproteinases 1) (TIMP-1),TIMP1 CLGI TIMP,Homo sapiens (Human),207,,,"SIGNAL 1 23 {ECO:0000269|PubMed:15340161, ECO:0000269|PubMed:1653055, ECO:0000269|PubMed:1730286, ECO:0000269|PubMed:3010309, ECO:0000269|PubMed:3839290, ECO:0000269|PubMed:3903517}."
47,29397.8179428966,26199.402861329687,27187.087321749514,9292.18946767659,9268.035825408659,10139.792022975585,2761_CST3,27594.769375325297,9566.672438686941,-1.5283057215581701,-2.88446892607444,2761_CST3,5.21413308126654e-08,2.19889154866783e-06,high,7.282817888449216,P01034,P01034,1,1,1,Cystatin-C,CST3,sp|P01034|CYTC_HUMAN Cystatin-C OS=Homo sapiens OX=9606 GN=CST3 PE=1 SV=1,1,1,1,1,1,1,1,7.5,7.5,7.5,15.799000000000001,146,146,0.00018335,3.7156,CYTC_HUMAN,CYTC_HUMAN,P01034,CYTC_HUMAN,Cystatin-C (Cystatin-3) (Gamma-trace) (Neuroendocrine basic polypeptide) (Post-gamma-globulin),CST3,Homo sapiens (Human),146,,,"SIGNAL 1 26 {ECO:0000269|PubMed:15340161, ECO:0000269|PubMed:6283552, ECO:0000269|PubMed:6365094, ECO:0000269|PubMed:6662498}."
48,373361.2348320336,339055.0079461389,332035.0751734227,83236.87289420486,92864.09455326255,97244.5298865932,2764_HRAS,348150.439317198,91115.1657780202,-1.9339477335724398,-3.82099331482732,2764_HRAS,4.37268987547137e-09,5.17491857611333e-07,high,8.35925132305476,P01112,P01112,10,10,4,"GTPase HRas;GTPase HRas, N-terminally processed",HRAS,sp|P01112|RASH_HUMAN GTPase HRas OS=Homo sapiens OX=9606 GN=HRAS PE=1 SV=1,1,10,10,4,10,10,4,60.8,60.8,19.6,21.298000000000002,189,189,0.0,93.874,RASH_HUMAN,RASH_HUMAN,P01112,RASH_HUMAN,"GTPase HRas (H-Ras-1) (Ha-Ras) (Transforming protein p21) (c-H-ras) (p21ras) [Cleaved into: GTPase HRas, N-terminally processed]",HRAS HRAS1,Homo sapiens (Human),189,,,
49,13271.633844347234,17876.703083796758,18261.57722850224,3322.02246992312,3114.5658303906307,3618.362421247721,2765_IL1A,16469.971385548703,3351.65024052049,-2.2968945381532904,-4.91398869322088,2765_IL1A,2.7512131486094604e-07,6.90711073406993e-06,high,6.560475761599067,P01583,P01583,2,2,2,Interleukin-1 alpha,IL1A,sp|P01583|IL1A_HUMAN Interleukin-1 alpha OS=Homo sapiens OX=9606 GN=IL1A PE=1 SV=1,1,2,2,2,2,2,2,10.3,10.3,10.3,30.605999999999998,271,271,0.0,7.315,IL1A_HUMAN,IL1A_HUMAN,P01583,IL1A_HUMAN,Interleukin-1 alpha (IL-1 alpha) (Hematopoietin-1),IL1A IL1F1,Homo sapiens (Human),271,,,
50,32497.23229016787,37681.11825076867,36841.04290953044,2749.826204191115,4577.577890547197,4296.175369333127,2766_IL1B,35673.1311501557,3874.5264880238105,-3.20274593929401,-9.207094405063831,2766_IL1B,1.7368466820696302e-07,5.03603995702444e-06,high,6.760238516653597,P01584;C9JWV2,P01584,4;1,4;1,4;1,Interleukin-1 beta,IL1B,sp|P01584|IL1B_HUMAN Interleukin-1 beta OS=Homo sapiens OX=9606 GN=IL1B PE=1 SV=2,2,4,4,4,4,4,4,15.6,15.6,15.6,30.748,269,269;143,0.0,10.217,IL1B_HUMAN,IL1B_HUMAN,P01584,IL1B_HUMAN,Interleukin-1 beta (IL-1 beta) (Catabolin),IL1B IL1F2,Homo sapiens (Human),269,,,
51,213012.92527068246,122056.76260498351,127343.06422958654,20436.332779961143,26047.211561131022,28004.068018284568,2777_MT2A,154137.584035084,24829.2041197922,-2.63410876039434,-6.2079148123888395,2777_MT2A,2.6449778753849e-06,3.20930910773618e-05,high,5.577577956384349,P02795;P80297;P13640;Q8N339;H3BSF1;H3BSP9;P80294;P04731,P02795;P80297;P13640;Q8N339,4;3;3;2;1;1;1;1,4;3;3;2;1;1;1;1,2;1;1;0;1;1;1;1,Metallothionein-2;Metallothionein-1X;Metallothionein-1G;Metallothionein-1M,MT2A;MT1X;MT1G;MT1M,sp|P02795|MT2_HUMAN Metallothionein-2 OS=Homo sapiens OX=9606 GN=MT2A PE=1 SV=1;sp|P80297|MT1X_HUMAN Metallothionein-1X OS=Homo sapiens OX=9606 GN=MT1X PE=1 SV=1;sp|P13640|MT1G_HUMAN Metallothionein-1G OS=Homo sapiens OX=9606 GN=MT1G PE=1 SV=2;sp|Q8N339|MT,8,4,4,2,4,4,2,67.2,67.2,45.9,6.0422,61,61;61;62;61;39;73;61;61,0.0,13.004000000000001,MT2_HUMAN,MT2_HUMAN,P02795,MT2_HUMAN,Metallothionein-2 (MT-2) (Metallothionein-2A) (Metallothionein-II) (MT-II),MT2A CES1 MT2,Homo sapiens (Human),61,,,
52,631306.7211809027,772034.91315334,733372.1790377442,110702.50417041017,137877.60337651215,133272.54875869272,2778_ESR1,712237.937790662,127284.218768538,-2.48430572484102,-5.59564999244597,2778_ESR1,1.092953051535e-08,8.437597557850221e-07,high,7.96139849303401,P03372;H0Y4W6;Q9H2M1;B0QYW7,P03372;H0Y4W6;Q9H2M1,8;5;5;3,8;5;5;3,8;5;5;3,Estrogen receptor,ESR1,sp|P03372|ESR1_HUMAN Estrogen receptor OS=Homo sapiens OX=9606 GN=ESR1 PE=1 SV=2;tr|H0Y4W6|H0Y4W6_HUMAN Estrogen receptor OS=Homo sapiens OX=9606 GN=ESR1 PE=1 SV=2;tr|Q9H2M1|Q9H2M1_HUMAN Estrogen receptor alpha OS=Homo sapiens OX=9606 GN=ESR1 PE=1 SV=1,4,8,8,8,8,8,8,16.3,16.3,16.3,66.215,595,595;310;334;107,0.0,57.76,ESR1_HUMAN,ESR1_HUMAN,P03372,ESR1_HUMAN,Estrogen receptor (ER) (ER-alpha) (Estradiol receptor) (Nuclear receptor subfamily 3 group A member 1),ESR1 ESR NR3A1,Homo sapiens (Human),595,,,
53,123722.29194804825,137058.52396197495,140973.558024242,18381.64714583886,25332.053350492242,25515.361222181207,2784_MMP1,133918.124644755,23076.3539061708,-2.5368640305935,-5.80326186663936,2784_MMP1,5.6988054405145895e-08,2.31551463161961e-06,high,7.244216169759502,P03956,P03956,14,14,14,Interstitial collagenase;22 kDa interstitial collagenase;27 kDa interstitial collagenase,MMP1,sp|P03956|MMP1_HUMAN Interstitial collagenase OS=Homo sapiens OX=9606 GN=MMP1 PE=1 SV=3,1,14,14,14,14,14,14,34.5,34.5,34.5,54.006,469,469,0.0,49.14,MMP1_HUMAN,MMP1_HUMAN,P03956,MMP1_HUMAN,Interstitial collagenase (EC 3.4.24.7) (Fibroblast collagenase) (Matrix metalloproteinase-1) (MMP-1) [Cleaved into: 22 kDa interstitial collagenase; 27 kDa interstitial collagenase],MMP1 CLG,Homo sapiens (Human),469,,,SIGNAL 1 19
54,125069.04445992851,150141.12395474073,142087.92713826286,61216.36906949267,71632.65850540533,65370.88000759581,2806_ATP1B1,139099.365184311,66073.3025274979,-1.0739764742434998,-2.10522797958254,2806_ATP1B1,1.42287155833033e-06,2.1538369471196303e-05,high,5.846834301620556,P05026;V9GYR2,P05026,8;3,8;3,8;3,Sodium/potassium-transporting ATPase subunit beta-1,ATP1B1,sp|P05026|AT1B1_HUMAN Sodium/potassium-transporting ATPase subunit beta-1 OS=Homo sapiens OX=9606 GN=ATP1B1 PE=1 SV=1,2,8,8,8,8,8,8,30.0,30.0,30.0,35.061,303,303;130,0.0,23.304000000000002,AT1B1_HUMAN,AT1B1_HUMAN,P05026,AT1B1_HUMAN,Sodium/potassium-transporting ATPase subunit beta-1 (Sodium/potassium-dependent ATPase subunit beta-1),ATP1B1 ATP1B,Homo sapiens (Human),303,TRANSMEM 35 62 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.,,
55,185286.7756554694,135851.92251020932,132387.05074568107,36109.62637221566,40452.13741652717,38911.121593814234,2810_SERPINB2,151175.24963712,38490.9617941857,-1.9736303352253797,-3.92755188725775,2810_SERPINB2,3.50070104569651e-07,8.061737255932139e-06,high,6.455844975709691,P05120;H7C004;H7BYS2;E7ERB5;E7EPJ9;E9PDK7,P05120;H7C004;H7BYS2,12;7;7;2;2;1,12;7;7;2;2;1,12;7;7;2;2;1,Plasminogen activator inhibitor 2,SERPINB2;SERPINB10,sp|P05120|PAI2_HUMAN Plasminogen activator inhibitor 2 OS=Homo sapiens OX=9606 GN=SERPINB2 PE=1 SV=2;tr|H7C004|H7C004_HUMAN Serpin B10 (Fragment) OS=Homo sapiens OX=9606 GN=SERPINB10 PE=1 SV=1;tr|H7BYS2|H7BYS2_HUMAN Serpin B10 (Fragment) OS=Homo sapiens OX,6,12,12,12,12,12,12,28.9,28.9,28.9,46.596000000000004,415,415;253;280;132;161;113,0.0,33.845,PAI2_HUMAN,PAI2_HUMAN,P05120,PAI2_HUMAN,Plasminogen activator inhibitor 2 (PAI-2) (Monocyte Arg-serpin) (Placental plasminogen activator inhibitor) (Serpin B2) (Urokinase inhibitor),SERPINB2 PAI2 PLANH2,Homo sapiens (Human),415,,,SIGNAL 1 ? Not cleaved.
56,178063.28490992985,177142.39423755876,162486.74702544516,66727.81065774281,66808.40285524649,70912.97461488379,2818_ICAM1,172564.142057645,68149.7293759577,-1.34035287785878,-2.5321324624147796,2818_ICAM1,7.09264849957626e-09,7.06519308602951e-07,high,8.149191562564695,P05362;K7EKL8;E7ESS4,P05362,14;6;6,14;6;6,14;6;6,Intercellular adhesion molecule 1,ICAM1,sp|P05362|ICAM1_HUMAN Intercellular adhesion molecule 1 OS=Homo sapiens OX=9606 GN=ICAM1 PE=1 SV=2,3,14,14,14,14,14,14,29.7,29.7,29.7,57.825,532,532;180;310,0.0,39.66,ICAM1_HUMAN,ICAM1_HUMAN,P05362,ICAM1_HUMAN,Intercellular adhesion molecule 1 (ICAM-1) (Major group rhinovirus receptor) (CD antigen CD54),ICAM1,Homo sapiens (Human),532,TRANSMEM 481 503 Helical. {ECO:0000255}.,,SIGNAL 1 27
57,321996.28238591534,331995.9144133684,333360.58790904755,145522.68899457267,150013.621496443,151524.37013003667,2835_SERPINE2,329117.594902777,149020.226873684,-1.14309499176659,-2.20854310725048,2835_SERPINE2,1.30086127621e-09,3.5628128884612104e-07,high,8.885769014113862,P07093;C9JN98,P07093,17;8,17;8,17;8,Glia-derived nexin,SERPINE2,sp|P07093|GDN_HUMAN Glia-derived nexin OS=Homo sapiens OX=9606 GN=SERPINE2 PE=1 SV=1,2,17,17,17,17,17,17,38.9,38.9,38.9,44.001999999999995,398,398;275,0.0,76.227,GDN_HUMAN,GDN_HUMAN,P07093,GDN_HUMAN,Glia-derived nexin (GDN) (Peptidase inhibitor 7) (PI-7) (Protease nexin 1) (PN-1) (Protease nexin I) (Serpin E2),SERPINE2 PI7 PN1,Homo sapiens (Human),398,,,"SIGNAL 1 19 {ECO:0000269|PubMed:15340161, ECO:0000269|PubMed:3997857}."
58,30103.214887930382,12352.938642406752,13991.78399162222,7774.4378202171,9225.540917240267,8594.895228508907,2848_CTSL,18815.9791739865,8531.624655322092,-1.14106596695503,-2.2054391671167703,2848_CTSL,0.00969974969083976,0.0213687615856917,med,2.0132394728770224,P07711;Q5T8F0;Q5NE16,P07711;Q5T8F0;Q5NE16,4;2;2,3;1;1,3;1;1,Cathepsin L1;Cathepsin L1 heavy chain;Cathepsin L1 light chain;Putative inactive cathepsin L-like protein CTSL3P,CTSL;CTSL3P,sp|P07711|CATL1_HUMAN Cathepsin L1 OS=Homo sapiens OX=9606 GN=CTSL PE=1 SV=2;tr|Q5T8F0|Q5T8F0_HUMAN Cathepsin L1 OS=Homo sapiens OX=9606 GN=CTSL PE=1 SV=1;sp|Q5NE16|CATL3_HUMAN Putative inactive cathepsin L-like protein CTSL3P OS=Homo sapiens OX=9606 GN=CT,3,4,3,3,4,3,3,11.1,11.1,11.1,37.564,333,333;225;218,0.0,9.1401,CATL1_HUMAN,CATL1_HUMAN,P07711,CATL1_HUMAN,Cathepsin L1 (EC 3.4.22.15) (Cathepsin L) (Major excreted protein) (MEP) [Cleaved into: Cathepsin L1 heavy chain; Cathepsin L1 light chain],CTSL CTSL1,Homo sapiens (Human),333,,,SIGNAL 1 17 {ECO:0000250|UniProtKB:P07154}.
59,710200.048397832,904922.5864277157,944046.5925936925,313992.1745177651,360057.1897646866,351012.3737940984,2853_CTSB,853056.409139747,341687.246025517,-1.31996474615757,-2.49660008988466,2853_CTSB,2.20256384833372e-06,2.7978531437508002e-05,high,5.657071493323587,P07858;E9PKQ7;E9PNL5;E9PHZ5;E9PLY3;E9PSG5;E9PQM1;E9PR54;E9PJ67;E9PCB3;E9PS78;R4GMQ5,P07858,13;5;5;5;5;5;5;4;4;4;3;1,13;5;5;5;5;5;5;4;4;4;3;1,13;5;5;5;5;5;5;4;4;4;3;1,Cathepsin B;Cathepsin B light chain;Cathepsin B heavy chain,CTSB,sp|P07858|CATB_HUMAN Cathepsin B OS=Homo sapiens OX=9606 GN=CTSB PE=1 SV=3,12,13,13,13,13,13,13,38.1,38.1,38.1,37.821,339,339;136;143;148;165;170;175;98;101;110;92;76,0.0,110.11,CATB_HUMAN,CATB_HUMAN,P07858,CATB_HUMAN,Cathepsin B (EC 3.4.22.1) (APP secretase) (APPS) (Cathepsin B1) [Cleaved into: Cathepsin B light chain; Cathepsin B heavy chain],CTSB CPSB,Homo sapiens (Human),339,,,SIGNAL 1 17 {ECO:0000255}.
60,71251.68394322554,88869.5222021293,77840.44214453881,13347.035779032052,15786.245930226782,16405.108935540946,2866_MMP3,79320.5494299646,15179.4635482666,-2.3855738648134,-5.22551730354282,2866_MMP3,2.2177001599855297e-08,1.25656111817162e-06,high,7.654097172193325,P08254;F5GYX7;P09238,P08254,4;1;1,4;1;1,4;1;1,Stromelysin-1,MMP3,sp|P08254|MMP3_HUMAN Stromelysin-1 OS=Homo sapiens OX=9606 GN=MMP3 PE=1 SV=2,3,4,4,4,4,4,4,6.9,6.9,6.9,53.977,477,477;181;476,0.0,5.9588,MMP3_HUMAN,MMP3_HUMAN,P08254,MMP3_HUMAN,Stromelysin-1 (SL-1) (EC 3.4.24.17) (Matrix metalloproteinase-3) (MMP-3) (Transin-1),MMP3 STMY1,Homo sapiens (Human),477,,,SIGNAL 1 17 {ECO:0000305|PubMed:3360803}.
61,31287.98038439567,31267.12895874529,31282.10056074626,9466.711433935543,9752.15741780155,9921.553086471045,2868_INHBA,31279.0699679624,9713.47397940271,-1.6871383507941597,-3.2201733421316896,2868_INHBA,3.8289842321361205e-09,5.17491857611333e-07,high,8.416916422085421,P08476,P08476,4,4,4,Inhibin beta A chain,INHBA,sp|P08476|INHBA_HUMAN Inhibin beta A chain OS=Homo sapiens OX=9606 GN=INHBA PE=1 SV=2,1,4,4,4,4,4,4,9.6,9.6,9.6,47.442,426,426,0.0,8.9629,INHBA_HUMAN,INHBA_HUMAN,P08476,INHBA_HUMAN,Inhibin beta A chain (Activin beta-A chain) (Erythroid differentiation protein) (EDF),INHBA,Homo sapiens (Human),426,,,SIGNAL 1 20 {ECO:0000250}.
62,50440.11960229556,48856.90791779148,47603.50251073214,19635.30011215015,19074.65456676083,21967.75519155805,2870_COL4A2,48966.84334360639,20225.9032901563,-1.2756010604997199,-2.42099661217296,2870_COL4A2,8.95561325179582e-08,3.13112621893849e-06,high,7.047904669697479,P08572;A0A3B3ITQ8;A0A3B3IS04;A0A3B3IRV2;A2A352;A0A3B3IS47;A0A087WY39,P08572,9;2;1;1;1;1;1,9;2;1;1;1;1;1,9;2;1;1;1;1;1,Collagen alpha-2(IV) chain;Canstatin,COL4A2,sp|P08572|CO4A2_HUMAN Collagen alpha-2(IV) chain OS=Homo sapiens OX=9606 GN=COL4A2 PE=1 SV=4,7,9,9,9,9,9,9,5.6,5.6,5.6,167.55,1712,1712;361;47;93;102;166;311,0.0,31.499000000000002,CO4A2_HUMAN,CO4A2_HUMAN,P08572,CO4A2_HUMAN,Collagen alpha-2(IV) chain [Cleaved into: Canstatin],COL4A2,Homo sapiens (Human),1712,,,SIGNAL 1 25
63,39418.410059264366,32851.86220405635,30194.710909485882,5932.2732053208865,6793.8145535820795,7457.997593812378,2883_CXCL1,34154.9943909355,6728.02845090511,-2.3438408438081204,-5.076523477890571,2883_CXCL1,8.77966692437222e-08,3.09846988142416e-06,high,7.056521959680575,P09341;P19876;P19875,P09341,3;1;1,3;1;1,3;1;1,Growth-regulated alpha protein;GRO-alpha(4-73);GRO-alpha(5-73);GRO-alpha(6-73),CXCL1,sp|P09341|GROA_HUMAN Growth-regulated alpha protein OS=Homo sapiens OX=9606 GN=CXCL1 PE=1 SV=1,3,3,3,3,3,3,3,32.7,32.7,32.7,11.300999999999998,107,107;107;107,0.0,8.9751,GROA_HUMAN,GROA_HUMAN,P09341,GROA_HUMAN,Growth-regulated alpha protein (C-X-C motif chemokine 1) (GRO-alpha(1-73)) (Melanoma growth stimulatory activity) (MGSA) (Neutrophil-activating protein 3) (NAP-3) [Cleaved into: GRO-alpha(4-73); GRO-alpha(5-73); GRO-alpha(6-73)],CXCL1 GRO GRO1 GROA MGSA SCYB1,Homo sapiens (Human),107,,,"SIGNAL 1 34 {ECO:0000269|PubMed:10095777, ECO:0000269|PubMed:15340161, ECO:0000269|PubMed:1755384, ECO:0000269|PubMed:2182761, ECO:0000269|PubMed:2655583}."
64,37038.51943162702,36560.97406838153,39092.068519852626,15726.976464867343,16908.450711347712,18146.12717787987,2983_F3,37563.8540066204,16927.1847846983,-1.1500030355090802,-2.21914361333002,2983_F3,2.5528936466064703e-07,6.51621832758921e-06,high,6.592967277500504,P13726,P13726,4,4,4,Tissue factor,F3,sp|P13726|TF_HUMAN Tissue factor OS=Homo sapiens OX=9606 GN=F3 PE=1 SV=1,1,4,4,4,4,4,4,13.6,13.6,13.6,33.067,295,295,0.0,10.181000000000001,TF_HUMAN,TF_HUMAN,P13726,TF_HUMAN,Tissue factor (TF) (Coagulation factor III) (Thromboplastin) (CD antigen CD142),F3,Homo sapiens (Human),295,TRANSMEM 252 274 Helical. {ECO:0000255}.,,SIGNAL 1 32
65,73290.64841051277,71460.25842090632,67765.37233366999,25026.74469103045,27013.94716602613,26463.67301353951,2991_HGF,70838.75972169639,26168.121623532003,-1.43672858305769,-2.7070632252791804,2991_HGF,7.3913345240581e-09,7.144301090804709e-07,high,8.131277141563325,P14210;A0A2R8YEI1;C9WSJ4;C9WSJ3;C9JS80;C9JDP4,P14210;A0A2R8YEI1;C9WSJ4;C9WSJ3,4;3;2;2;1;1,4;3;2;2;1;1,4;3;2;2;1;1,Hepatocyte growth factor;Hepatocyte growth factor alpha chain;Hepatocyte growth factor beta chain,HGF,sp|P14210|HGF_HUMAN Hepatocyte growth factor OS=Homo sapiens OX=9606 GN=HGF PE=1 SV=2;tr|A0A2R8YEI1|A0A2R8YEI1_HUMAN Hepatocyte growth factor OS=Homo sapiens OX=9606 GN=HGF PE=1 SV=1;tr|C9WSJ4|C9WSJ4_HUMAN Hepatocyte growth factor isoform 6 OS=Homo sapiens,6,4,4,4,4,4,4,5.4,5.4,5.4,83.133,728,728;205;161;184;118;141,0.0,4.7598,HGF_HUMAN,HGF_HUMAN,P14210,HGF_HUMAN,Hepatocyte growth factor (Hepatopoietin-A) (Scatter factor) (SF) [Cleaved into: Hepatocyte growth factor alpha chain; Hepatocyte growth factor beta chain],HGF HPTA,Homo sapiens (Human),728,,,SIGNAL 1 31 {ECO:0000269|PubMed:1826837}.
66,834336.7257341511,814579.4903266191,895964.4978739914,321886.71460788656,361178.4523083759,353488.3581409885,3006_AKR1B1,848293.571311587,345517.84168575,-1.29580341894372,-2.4551368090656,3006_AKR1B1,1.6373889396096498e-08,1.0644751674767599e-06,high,7.7858481475501735,P15121;E9PCX2;E9PEF9,P15121;E9PCX2,16;13;7,16;13;7,15;13;7,Aldose reductase,AKR1B1,sp|P15121|ALDR_HUMAN Aldose reductase OS=Homo sapiens OX=9606 GN=AKR1B1 PE=1 SV=3;tr|E9PCX2|E9PCX2_HUMAN Aldose reductase OS=Homo sapiens OX=9606 GN=AKR1B1 PE=1 SV=1,3,16,16,15,16,16,15,48.7,48.7,46.2,35.853,316,316;263;102,0.0,157.47,ALDR_HUMAN,ALDR_HUMAN,P15121,ALDR_HUMAN,Aldo-keto reductase family 1 member B1 (EC 1.1.1.300) (EC 1.1.1.372) (EC 1.1.1.54) (Aldehyde reductase) (Aldose reductase) (AR) (EC 1.1.1.21),AKR1B1 ALDR1 ALR2,Homo sapiens (Human),316,,,
67,10116.654183648736,6996.76829242734,7709.909342868492,3006.1356057837256,3103.447428696905,2868.0315126466803,3008_RAC2,8274.44393964819,2992.53818237577,-1.4672927080688603,-2.76502535151586,3008_RAC2,1.1712149989391801e-05,0.000102126749574006,high,4.931363374541481,P15153;B1AH77;B1AH80;B1AH78,P15153;B1AH77;B1AH80;B1AH78,9;8;8;7,3;3;3;2,3;3;3;2,Ras-related C3 botulinum toxin substrate 2,RAC2,sp|P15153|RAC2_HUMAN Ras-related C3 botulinum toxin substrate 2 OS=Homo sapiens OX=9606 GN=RAC2 PE=1 SV=1;tr|B1AH77|B1AH77_HUMAN Ras-related C3 botulinum toxin substrate 2 OS=Homo sapiens OX=9606 GN=RAC2 PE=1 SV=1;tr|B1AH80|B1AH80_HUMAN Ras-related C3 botu,4,9,3,3,9,3,3,49.5,19.3,19.3,21.429000000000002,192,192;148;185;166,0.0,14.792,RAC2_HUMAN,RAC2_HUMAN,P15153,RAC2_HUMAN,Ras-related C3 botulinum toxin substrate 2 (GX) (Small G protein) (p21-Rac2),RAC2,Homo sapiens (Human),192,,,
68,40082.36846547107,38522.88902735476,36449.2541894431,15477.508998019504,15516.766024768689,16564.628875676553,3054_CEBPB,38351.5038940896,15852.9679661549,-1.27453018725651,-2.41920023909514,3054_CEBPB,5.4070792321200705e-08,2.25635954983605e-06,high,7.26703726648496,P17676,P17676,5,5,5,CCAAT/enhancer-binding protein beta,CEBPB,sp|P17676|CEBPB_HUMAN CCAAT/enhancer-binding protein beta OS=Homo sapiens OX=9606 GN=CEBPB PE=1 SV=2,1,5,5,5,5,5,5,16.5,16.5,16.5,36.105,345,345,0.0,13.36,CEBPB_HUMAN,CEBPB_HUMAN,P17676,CEBPB_HUMAN,CCAAT/enhancer-binding protein beta (C/EBP beta) (Liver activator protein) (LAP) (Liver-enriched inhibitory protein) (LIP) (Nuclear factor NF-IL6) (Transcription factor 5) (TCF-5),CEBPB TCF5 PP9092,Homo sapiens (Human),345,,,
